"","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory.Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils"
"CD300A",4.98634437632358,6.30277952201784,6.71020735468826,9.52949168329539,7.6021150824218,8.69826121104114,5.79196739363288,5.57952231307371,6.41108245606437,11.1482285234433,12.3831352854535,12.1890096266409,11.0959291676755,9.43526128049005,7.72863365623857,10.7634126177477,5.91856678711883,4.76526281303164,9.60497545089145,10.0720743912865,11.233577353889,12.0125749231987
"IL1A",7.70604352277704,6.84590197063783,6.67925967546036,6.06228735883676,6.62967001576149,6.49842288668646,7.21581175342797,5.75307110124461,5.60609994040854,6.7142611426558,6.37163128094912,6.26547395165143,5.9567522348422,9.29601587398332,6.50816598570442,4.80980150535942,6.76113103851737,8.60352246126921,7.14476416538569,11.5054972006782,10.9735505246171,7.68574884835714
"MARCH3",9.25970709724982,8.05496587456607,8.16538398574839,6.31967232053108,6.80605260100129,6.31461048808082,6.33515143729829,7.52857905427079,7.68830054342454,6.43912190610751,7.58173611939904,7.60923263444861,6.70826742782262,7.46659031486204,8.36226865137083,5.84671134877774,7.11952297278578,6.98015303206467,10.7694503081545,11.4590697185904,10.1716502467542,7.68702775618151
"GPR1",2.0460879241,2.53568004474028,1.80452431179655,1.35574023479784,5.50322846358444,1.166202233659,0.539386312320585,4.18228029046858,5.73021097564925,3.99986215562568,4.18985022439413,1.51787807417835,2.64285508697805,1.04555455373491,0.979999498257458,0.539386312320585,1.01833714136155,1.99245204278037,5.26603184305415,3.73105725772441,1.52091833414869,2.3403027072616
"PTGIR",5.0472832619349,4.50178475247169,4.97099489352772,5.57016908800069,7.87188208229494,5.92136296234689,7.33986800083827,4.69211528423835,10.3416526179719,5.04341077650221,5.00287154294727,4.99396476795224,8.91845108717591,5.27765909613727,10.8400462429286,10.1002101672073,4.82794492576136,10.3818226749624,7.62389720122432,6.84429179291459,4.78715240372921,5.5881517581106
"GPR18",11.5782975918926,10.8321100717931,4.02562670931834,10.0196829800577,10.2793668401757,9.40781436710159,8.75624787037342,10.5722573951391,7.75990578299558,9.71740349503609,10.2350225941032,10.9850090709527,6.79006869203138,4.59192701007208,5.71740016486091,5.79792019467774,4.51314291498654,5.12711092956999,5.73609075380233,5.35407696242128,8.06070445491016,7.29744114685298
"CD86",8.47469302516003,9.23088731085118,8.27806990562452,6.7799452946783,5.17573113041646,6.59211216188555,6.51256072952753,4.93473304244644,7.4709975624238,8.41934371883642,6.79621365129276,6.47200698764699,10.4505927845212,9.58022309768531,10.4973558467322,11.4474237431761,10.7567283073731,12.1331253608405,7.3466511562873,7.67679967415778,6.76664015647049,7.34434328524303
"RGS1",7.50143265381277,7.94995267631431,9.53722186028414,9.33923019105354,7.75937653713895,10.548447790704,10.3690505801235,10.9527771998344,10.4363423127709,6.79840505939979,7.20986251148378,8.00287226106049,6.03213941159545,7.21090074352062,7.53911206470445,6.01844417814981,5.9796506692741,11.780058109896,8.98936747542268,8.89325487841553,12.5707586738773,6.81186078683286
"MS4A3",6.93417988930374,5.99445951347674,5.95415010035735,6.35512485793711,3.28548098593762,5.37223970103934,4.45166933199304,5.17476044142455,5.23032147930146,6.72813103183939,9.21338899023162,7.5859755593225,4.61783723858789,3.14048679735417,4.44486854776626,5.2936168422696,4.07671182614223,4.4745807883403,10.940087743731,9.80502086049774,10.4357712273065,7.45688586808279
"CCR6",8.35974427745766,8.3754059019076,5.38004079930768,7.44368634392096,6.13011624408601,8.92879612853093,7.29160156625697,7.24878868008819,6.68629574099757,8.04361948858304,5.56798292670453,6.95352610084234,4.93500473160656,4.24592451562546,4.73275522443714,4.95047386717246,4.95559310008207,5.43261696066852,4.83887552591461,5.03118779748561,5.16912515641773,5.54330367945438
"CHST7",4.02678690686149,4.17592675435997,6.73273475311585,4.77025228925208,6.15382413840646,8.52514811028477,7.87654708384267,8.6540576586008,6.31742321423301,5.83375715871716,4.94603994038343,4.58725082447246,8.19014160667088,8.30216470795983,8.45897403920219,8.72190221367547,7.60176279990278,11.5919150983864,7.25944649456991,8.52767501702709,4.81973840742062,9.63326429245082
"CD209",6.1253941869593,4.79339281903964,4.60724388914105,4.4988236633251,6.65240039271037,4.13205741268155,4.49862844609445,4.6521727345756,7.28369349015698,6.87889123451588,5.44642141331654,5.03867905233757,6.41233724842574,8.30477422066668,7.58454980086012,11.4300854551202,11.2657048763584,7.84164021372659,6.08699511584214,7.44559718053539,6.53318937480918,7.04312554432708
"BFSP1",3.26536435499062,3.7106705178494,3.43761357680461,4.36901837664076,7.03763338898433,3.30893786126761,3.7103389892429,5.91472819217161,3.95722939717521,6.81234940443469,5.15439313926673,4.35414785919655,4.48404529678411,4.06022589056867,5.24606885782911,4.99106593910206,4.35023777343611,3.72252926340359,5.13022708585708,5.6634859985452,3.82964290180694,4.32815587371944
"TNFRSF13B",8.97640009190773,10.5500313602189,10.3371033528248,7.51534652236823,8.27004409249128,6.91982183043856,7.12917316699305,7.51532667519062,8.5719583526001,8.54464234133885,7.83607871494381,7.3929086906368,7.56230263525429,7.31867221036822,7.91878211618644,7.43384862981134,7.3971586141062,7.54707905672342,7.35835436678414,7.56119551576962,8.1888000121256,8.4253272691824
"IL4R",13.4265653617366,10.880093723246,8.19046886537775,9.79060810147716,11.0541486568888,10.167185432899,9.75688322102998,8.6977669891546,11.5995979238233,9.8369783635422,9.73521784363782,10.6536522503959,10.2206392263246,10.0434215367355,11.5548730250191,9.72726360864924,10.0963889736766,11.2357058492796,11.601527336289,12.1841895942939,10.127494748714,11.4564061586714
"PDCD1",6.71250326094694,6.97367164291671,6.73390157822662,7.27484155563362,7.04109751694991,7.22907002166507,7.88121937178157,11.3441636139286,8.0495669002662,7.70797585315615,7.01718485546999,6.94777601669213,7.26924156828245,6.84851021428748,7.08315932681706,7.06685431033804,6.81760439235985,6.94469293741206,7.03708142783087,6.58911650170439,7.81210041793006,8.12204537139686
"CD22",11.6859005857998,10.8171036946306,4.32444124132965,5.26568016716721,5.76505754990225,5.7911466555066,5.38189504139584,5.53643395055652,7.00645395581459,6.35070740557014,5.4243276116596,5.06696570116572,5.00685116446309,7.27334540346522,5.98553047862461,7.7991829824987,7.28371366723961,5.2403543654739,8.17357252950121,7.69290815830804,6.72470272262048,6.19616561936558
"ICOS",2.89894852679878,3.23378102381185,2.83737935796208,7.6087397529154,9.99313069589411,9.62131333587184,10.8185254255667,12.9190524966129,9.53132361332917,5.22581886195705,3.76069296590572,4.55649566385818,2.66958151753602,2.45575257569316,4.29184163389765,2.60056157449065,2.94538495196149,2.83981071947212,2.63279304996638,2.64537493253742,3.90650384379496,2.84781679868166
"RPL10L",5.21096280448377,6.15670045143521,8.28685750609465,8.33248572493554,8.36226865137083,9.20384120705911,8.44270088752354,7.33311051646763,7.18432833782433,7.53508358809375,6.52789438858946,6.64282234325245,6.59551728700217,5.86580771830387,5.76419166925397,6.15650514392631,4.80641016999854,6.25782457108292,7.52147410749658,7.14681965102698,4.69050073310161,3.87720608322091
"DHX58",3.8937145823987,4.16056667894313,3.79061068883428,6.10800288721449,8.22539954340386,4.99981407647639,3.95239747690356,6.45235052457027,6.42879189060607,4.32304422603907,6.99677647513008,4.93759775122315,6.07527120778497,4.52103849153499,10.4463669363552,7.87395543974926,5.12990015890206,10.5878738708904,4.82755675742892,4.51443174851206,4.25241153589468,4.39902123173002
"CD1C",10.3989843817868,11.5019033598061,5.01334494740402,5.49639492540658,6.28973648895416,7.68306509359098,5.11187375598511,5.38970152538214,4.15793687750484,5.69715448878713,5.22200057620807,4.98541047081938,9.04394082058667,4.94725259522805,4.57650357564893,7.39663268871304,13.2173913941895,9.97114622212376,5.08113715356327,5.16704841164242,4.68018464329507,8.01799424409311
"NFE2",2.82670998871077,2.95772505560274,3.68561859115271,6.75964049631728,5.64344131750568,5.10726995610538,3.1075027313771,5.8424931771075,6.10189270375326,6.32274591062927,7.08069502201236,6.39009378531508,10.5685680294141,4.97957305509253,5.06301982132379,6.79540317926651,3.74523058339958,3.69597785098133,7.87477002698055,7.22106027754637,8.09743561220177,11.521536140219
"ADAMDEC1",8.53928908562987,8.31957638513347,7.0108631548947,5.51147711207105,6.35692729503096,5.59793376970226,4.97970420040627,6.12387087774127,7.30110887974948,7.86311613694714,6.11431675298426,5.62641711177429,6.74552422885681,12.124529155838,13.0574879774318,12.2894337624259,7.37365908022274,10.8022044806812,9.51410681267551,10.6172486310731,7.460823727844,7.54307763611856
"LAIR2",8.7329447014763,7.90196990841778,7.39193435442691,10.0760017048793,7.73824640487087,8.53928908562987,6.36510689521824,7.8786413861512,11.5619481994092,10.3683147765888,10.6419047318762,10.678180095259,6.70048166943829,6.43541500454155,7.70653896984622,6.4876725565444,6.60328314910268,6.30852060896197,6.43093302742779,6.85632318235684,8.55939585136781,8.03260437468276
"LAG3",5.22093582379985,3.28281530196177,3.47869527664753,9.0287940488456,2.86088923362771,7.46095229049155,9.96678564509916,10.3417776178547,9.3615520448598,9.79105908535504,7.13805665026509,4.61496249913314,3.15750354603793,2.95588720741118,10.480489994394,6.62464540411826,4.45023533936744,7.75605031383558,3.78240275639059,4.54396984347909,2.60186545544789,3.19706995643489
"RRP9",3.39842322912101,4.1153786058438,4.21323379277798,6.5447561003092,6.87558945724477,5.65909280244901,9.03694711261829,6.38479269343686,4.49933935131486,6.20241560141532,5.76267696459891,7.55153247702344,5.21460284546365,7.37461324930419,7.52497954072087,6.52611876098784,4.92112467473172,4.12375639352356,6.80244846606205,7.44598284140354,5.55169425974082,3.45221169992899
"CDK6",4.98634437632358,4.58788983061166,4.08274806875717,6.04747768846566,4.74309128570703,6.65802391691888,5.53453273435757,4.65621444485985,6.14036897752781,4.66999893060009,4.81038086249966,8.18281494868963,4.46378398139849,4.61466488138198,4.14657991606689,3.78929051566643,6.26400714219421,6.09615386471862,5.6137680705183,3.91719437958805,6.03099174572154,4.35119508172659
"LCK",8.40275666185466,8.35803416069147,5.38577018045453,13.0975160876881,13.1275671225002,12.9268743226444,11.9813450141149,13.2258003532958,12.7180499198597,12.0703255990667,11.8160097173696,11.4559227942552,6.35330289865848,6.03243648909663,4.7546488227237,4.57650357564893,5.48515903393189,5.87321293548997,5.12498936357981,4.44954031045159,7.94387963286115,7.5535841912816
"IL3",4.40107415316673,3.76399110275282,3.88897937963706,3.34442160317162,3.39028998731159,3.26361174672085,10.7233192949323,4.07622956603024,5.25897981513952,2.8024807177252,3.86711229636028,4.89784401149504,3.64689155483599,3.42792880362888,3.4654175851199,3.05477719290522,3.44517471673122,3.80150547285839,3.22816532272535,8.68748090307502,6.8270890509083,3.72835665088471
"AZU1",4.75939493589388,5.25987080189714,5.79456401572551,6.25727814994718,3.45899649836995,5.52799592605799,4.41302489288251,3.71170114443695,3.67934630916474,5.06998167589236,8.68875801241971,6.90533472044139,6.60739702716079,5.71703622969859,7.36545672675628,8.3075779985065,6.01497484476386,5.90652398234258,9.23122757440457,10.016232791043,6.84925323604795,6.38147814430038
"CD244",5.92383824632635,5.30421080369363,4.89877761995382,9.28700758800986,7.45482554296032,6.13154957652507,4.60021494242766,6.95857879448182,6.42929382665514,10.1247775034992,10.8333190129423,10.7345107575942,9.69597613170794,4.5437641378971,5.57769041704791,6.60409258828536,4.63521900566257,4.27702958420863,6.73197772992172,5.29783932108596,11.2682399834365,5.7242428599372
"ZNF286A",9.52915702896452,8.37898302616501,6.22654748532419,7.77628192089671,2.72220794193602,7.41204583255401,7.58402176053666,6.89649045286397,7.10715009740987,7.95130696552472,7.82277921785839,7.64601780350568,3.59023521187443,3.85856245119347,5.21096280448377,4.51574013101133,4.00727291498908,8.13837385437149,6.30086312150679,4.74595219542757,3.08290205231157,8.78892536422784
"BRSK2",3.51675332792827,2.44807338318695,5.14251335820052,3.5188121287215,3.15771703296373,4.10353245028098,5.37516713966447,5.80039631923583,3.97858361304043,5.96846200028034,4.26830672678413,4.18746141969853,3.67340312158282,3.43943308606856,3.52684241098896,3.30547890899051,3.087216574254,4.89772221446105,5.56181427628555,4.04281362966433,3.20981229048566,3.68501109453837
"MICAL3",8.36624390613123,8.3254080561824,6.49657506068285,6.66677216183142,4.3438742547679,6.99650429640482,7.04932535950524,6.56355921115023,3.94796413744856,5.31325361459809,5.35923071834491,6.89375031609392,4.05051786651098,4.38163211848947,4.72016083864997,4.23357730442376,4.5059061484314,4.55983668928377,7.24347914928434,7.00707413451362,5.60532857233593,3.54092879718919
"CD5",8.91818021526554,7.73606893240541,8.8465095753394,9.8897427476284,10.1060193954537,10.7610313738318,9.84544150202805,10.5173667397893,11.7792197929489,8.99222888247101,8.15107764290227,7.66298990350559,8.2942939818939,8.02371806511302,8.16033709520551,7.5642164203352,8.08519663520182,8.02579935824394,7.51628947179896,7.78480997941356,8.21887929986389,7.81207895689907
"RSAD2",7.75641186365799,7.72938196167271,7.75833881827966,7.36721536902874,7.85599387755614,7.80643842562554,7.23290544551125,6.68100398800077,9.73740129192611,8.61363356617561,8.23528738676474,9.38328020285415,8.39225874769354,6.31962440962348,12.7684907141731,7.1412626686952,6.86716677975886,12.8815973035914,8.64542470372435,8.29287537507375,10.0652530113779,9.48050620916711
"SMPDL3B",1.89699737082547,2.01235426593767,2.95824560216797,2.2419558659883,2.7818200910304,2.2771469717352,2.49170407195705,2.56422125188495,2.88499837767135,3.33253469730715,2.4824643992417,2.37364633283735,2.50124565384903,2.35777217967479,2.5238270945242,2.330868420239,2.22618780864071,2.39185166598078,2.53503726634215,2.6513378514611,7.29264304325751,2.88588367118871
"ZNF222",3.43304812869002,3.03618994915491,3.66577563705927,6.18806967700774,5.84906127311763,4.00731485974291,4.05223354152091,7.52308300452375,3.46307274443541,3.8917363038027,6.54347765768604,6.53618177720988,4.38270941949058,6.16641136675076,5.58584492902956,7.22518061052104,6.4498616010589,5.35467603000011,7.80460610085818,7.73127654591595,8.44110351324444,4.79834074056923
"LTA",3.66460800920937,3.70213407147108,3.76581808506008,4.47025961650045,8.01896598621314,4.84285348479694,11.4861346458326,9.03748391628326,7.12203929091149,3.83611334080154,4.65468755050795,11.49278585925,3.75661968790128,3.75795146935256,6.84679660733003,3.99837380490825,3.96351017517879,3.78916924350051,3.80282869840565,4.23174973343021,4.77180419913703,4.15665799482681
"PAX7",6.10014138527328,6.36224647131699,8.14220942884256,4.60356537280925,4.74040168577168,5.44475635667251,5.14251335820052,5.28490727773644,6.75754775006929,5.60219511199633,3.90666663155952,4.51776385641234,5.28676223473548,4.42965809697634,4.65813971303054,4.34588443658588,5.05348567333743,5.07421187183275,4.57808258662683,5.36682392046754,6.38990398236463,5.48846939894472
"NTRK1",3.86492462439448,3.88133140931403,4.86070549363685,3.53907669863627,4.57544619737795,4.00176314795047,4.46475487707086,3.43761357680461,3.61714646048151,4.22546054844385,3.39370022403548,3.86884102510334,3.69093209936987,3.18840725022787,3.28889921752983,3.31573119037035,3.98861138691418,3.20478079918124,8.47121122311206,10.1883017690474,4.69132240373218,4.09236359529356
"AQP9",4.48173851547709,4.01029583631013,4.05869188431898,3.87533604957468,3.92524953481791,3.99042168153091,3.81925614429316,4.29768346850578,6.02821683920881,7.56888904720969,6.56177303138615,3.76317315632062,10.9979097028187,12.1625488946155,12.0735865146579,8.64556700191034,10.1467596906825,10.5076949847768,9.17381029278416,10.8744174701999,7.02036487814542,13.7425922540719
"SLC12A8",3.04015925152061,3.23800327901121,5.72964509916643,3.99276491374237,3.6078703564997,2.24495281834322,3.36550473375,5.16284463056946,5.62709675381068,3.08805150043096,3.47870225595425,4.25291889236529,3.69911754499132,8.86746086676305,4.67561624294092,4.71914807375415,5.28381593215421,5.73449101734944,8.81032260151418,9.18588038733906,6.75501041454496,3.8240675770126
"C5AR1",6.54523221740509,6.04184882635468,4.721083271112,6.17588663439255,5.32825596709422,4.67661868442262,4.63226124633486,4.82582821024931,5.43676968578095,8.72588698039904,8.3930678648028,7.42592430309096,12.0493589882107,12.2851128725596,8.04332133750516,10.9081434806582,10.2251519397247,9.79921332618726,9.07116379837351,9.56586521624195,11.3710841985238,13.6197814841634
"CLC",8.31294336982311,8.04881356342502,7.31535505896255,6.52958817435664,4.4948403063598,6.79768735407841,7.53592173262184,6.53885687385918,5.30466101369992,8.40477863035507,8.99694217253107,7.90042952000501,6.45229811572357,6.13486080398268,7.83107585053509,7.43803434777769,6.64115572454201,6.6897758826888,11.9361027728712,11.5978802576884,14.7001275037724,12.1693763189042
"MANEA",2.14945107509436,4.21740502048243,9.36488102331805,5.74654858452048,5.6253918793391,6.01380761373008,8.42708903868759,6.43874578671489,5.09745451108647,4.69944108811009,6.19322178454158,7.06579599749882,6.08957711661304,6.92202743425491,6.36968808434142,6.8827428657341,6.81188100747297,7.03584196342426,6.461544993838,5.13456493509432,2.44630858950438,2.01704587418021
"ANGPT4",4.59228796802141,4.47978393340006,7.85599387755614,5.5136378929779,4.52732988401347,5.50700597597859,6.65240039271037,6.67871401508927,4.92908451383795,4.91927259458361,3.37583957838583,4.764295352288,4.16339404051027,5.33387343347028,4.47366529677614,3.67916491855241,4.23987801604628,3.70251388503244,5.10481527879104,5.01478196675,3.98297932878026,5.15860648929027
"NAALADL1",3.65800202022324,4.0698705101778,3.53126264118669,6.16958550958466,7.70708231033012,7.21264727262596,4.42319978232108,7.24556023486999,5.63140271616551,5.98796517486324,8.43445504880608,7.83932325278991,5.02342520544603,3.94273297522545,3.21550345211677,3.49647295947488,3.05664811960267,4.22194319148776,3.30274938634546,3.6105477857623,4.07621208148139,4.07831233868317
"CCR3",7.08769864215237,5.00653600047472,5.74093612339506,5.70640344114038,3.70907606961803,6.48513791417995,5.78109679590785,4.42524553668565,8.0332469605272,5.26664800234356,7.01347109572831,6.358931664663,6.39919280416561,6.3264615643933,5.92811595464461,5.3252715885337,6.40416178816403,6.06827704132871,5.09503065770331,6.19837182759758,12.6831048473527,10.4880558191434
"TNFAIP6",8.07102217313011,8.02730687570737,7.15157858966554,6.36272152591145,5.23708760431746,6.57361704144069,6.32415050673943,6.01380761373008,7.05403859789072,7.21610650711121,6.96317439375485,7.197890083302,7.87306947749226,8.44362277520983,14.228188571566,8.35033961122114,7.94808226883653,13.1077869791155,7.99017464028121,11.1590541944737,7.67440847961513,11.7573703744952
"EMR2",7.19944292041808,6.74219278951655,6.09116797627827,5.46138239636168,5.83758340703662,6.39683625857015,6.20039556517495,4.47571815582496,6.60395721826255,7.3758690813429,7.45309440864782,6.4666086488918,10.366785661322,10.0307248208273,10.5677598660024,8.51102694863535,9.75489165307833,8.48624016595938,9.69738554356931,10.6068451916485,11.9191463108312,11.9502834775291
"OSM",1.61024183685577,1.89089100662438,1.61024183685577,2.27004956746079,1.7259165103906,2.54053094954564,5.5241113711465,3.8015356925317,7.16642125801003,4.42987034748716,1.706726190601,7.44059575535363,2.34246251102367,2.18291786558847,2.0460879241,2.87166589871328,3.57414311549273,2.18173872710134,3.90176808934615,3.2340303818898,10.6959857181042,7.56405590883337
"PPFIBP1",6.12462180646883,3.56242320990924,4.17369330518938,5.3842640045055,5.55039240395668,4.79615517715357,4.37547702580974,2.69133362954822,5.41918883876034,3.69757367843275,4.50450233635061,3.42668712793284,4.66999333314423,5.22592614919111,2.98297902586831,3.64106141950038,7.77886941752207,6.28034631524634,5.49838518575868,4.97503813433896,3.2539368931818,3.70661824539773
"BCL7A",10.101072624912,8.77779669461784,7.663977564008,6.91010932545036,6.89704484483889,6.31327499041347,5.73489371912435,6.16064117073305,7.52029234197643,5.7759192325619,5.02244544213807,5.9361416742073,5.76384922101424,5.82776824365213,7.04825627720404,7.54486803822706,8.14119625412165,7.73338652360838,7.29752229954569,7.58143061129192,6.33531360913763,6.93411768258485
"SIGLEC1",8.01848077782955,7.23264784825702,6.63691564483596,6.36633141056675,5.82131001367646,6.52470042571791,5.57205150710887,5.81084780941134,7.05840551821252,7.50876297865063,6.6410521726551,6.48889891138467,8.13094218921509,6.87565688698411,12.6031150909133,11.7559687262004,8.80931130701958,11.4220171964102,7.54429257764857,7.19639074262962,6.99292952083329,7.94797061349782
"ITK",8.87651256782543,8.68213728496784,7.59408552226871,12.6601940706095,13.2258003532958,12.9116967966917,11.9497734781228,13.1369654588509,12.8092383276738,12.4988651423913,11.5783420472114,11.9595460451833,6.96695424323807,6.85825764766028,6.51134875487669,6.17524004075208,6.6876172590745,7.38523958092918,10.3939015218106,10.0829339187658,9.35688860055804,8.57542397978299
"CEMP1",4.89980382412783,4.75791964508501,2.76203079721303,3.3947912442187,5.51970430681904,3.20868497630863,3.28548098593762,6.0858856244154,7.72165674412471,7.09443953103594,4.68882126974369,5.59630329617513,3.74606954860747,3.85148241473033,4.32950599114476,5.51240787427725,2.81666699967532,3.13630386403674,3.61149091484523,5.36858920531267,5.79412205537411,4.96782836648799
"BLK",10.8052801823532,11.6817810727548,5.42758903598373,7.10217149766832,6.10851313805937,4.33380187350193,3.51365268091286,6.50551032855058,3.40327670083804,4.44060769220389,3.46684230893873,3.72874489501288,5.1347994036397,4.04649926896926,3.68038046556161,3.94641903497126,4.02554150702372,4.14925767433222,3.53069122865543,3.19612743099301,5.311073389049,3.4414302280938
"IL18RAP",6.00372219416909,5.53561758933602,4.58033253954186,9.08376400772929,6.4053073231872,8.10973259781905,8.52732057190351,6.67925967546036,6.83375895214791,12.1322628762123,12.591817523754,12.4851164143334,6.53949768658741,6.56611821086452,4.69906473296067,5.30891986765087,6.47699021173745,6.49337754981897,7.90853946374236,8.50571922999276,10.8127361870146,11.3742208151696
"CCL18",4.38810492412446,4.50386832858623,5.84822721618739,5.18259763820409,4.66398392466075,3.78929051566643,6.36110797884342,5.0124215066337,4.4308396852797,6.78783255238486,5.32691238284331,6.33115340174943,5.38133005546319,11.4620005190842,10.2917784294989,13.5905135133975,10.7304355715292,10.7737871552548,8.72829632122568,9.86384942430202,5.60938442098019,5.65903307670914
"GPR97",7.27993650185472,7.15409550743477,7.70494872106495,6.72708904985108,5.86173905802787,7.12368044477636,6.57600534287102,5.35102671870943,7.09814143404725,6.61378281498651,8.21025549793093,8.71120903232816,6.1752028585928,6.63471463151324,7.11425854699097,6.54211339252317,6.91005740367567,7.12590471529768,8.03595986131175,8.85136863877382,12.1619809813423,11.1344151238885
"HIC1",2.60699925979426,2.34867970662064,2.96260769786768,3.1953362057114,4.30716341290755,2.80147918752902,3.01041484998952,2.93237076879459,6.47715463960062,3.63803951569478,4.06035426277595,5.42029694081534,3.00320983376866,2.89385051320414,3.76317315632062,2.8527681135603,3.10262063642484,3.71761461380828,3.31289560216586,3.17837628146723,3.7896592534107,3.08348773934963
"IGKC",14.7294890491378,14.8848892019965,15.1566140611908,11.597342247613,8.9371673400864,5.37026615646717,6.10617822302843,8.3689336813017,8.46223130636541,11.0089499248667,8.34588057733948,6.93796202556566,8.31772692197016,6.30515538102395,7.88846385216881,7.42488937701339,6.02650991437548,7.80950256479466,6.66826692469509,7.35681882810441,10.11565112972,6.91882511027549
"ABCB9",4.05341928421851,4.52949535035291,9.35401202398729,4.65670932282372,5.1965876557829,4.95643737466376,5.30215169666123,4.21760258498833,5.55684802567129,4.3726541708181,4.5149884252909,4.12069554571957,4.41341980918843,5.83925135189738,4.92509166503964,5.37121941194528,6.9657070176174,4.60789858400602,5.76730405783808,4.62150954016086,4.94422322928657,5.11599650013329
"C11orf80",9.05758365438455,8.62487426962679,11.0991550655701,7.35389478939786,6.53115402082218,7.31754732263001,7.12917316699305,7.10812575787061,6.5396972868132,7.23214935930849,6.66519448349748,7.14984200101505,6.437501257992,6.64867195309035,5.14928899150399,6.48124337675999,6.71101051344102,7.15851346292619,7.21531369440258,7.16892419647538,7.30441371502055,6.68171349578892
"RGS13",6.17524004075208,6.15969410866439,8.08168413863097,4.80327716921655,3.60920000755875,4.53746365291612,3.14454868699728,3.1655545319533,4.84404196108391,5.93097204448017,5.21998896875177,4.95157600107027,4.30275738888249,3.32787657975852,2.61745251922675,2.27160727122289,2.34582026247818,5.15678806846105,11.5067750065078,11.9140096278873,10.6366401013396,4.38089717421311
"CD247",4.62455673763932,5.77321244377739,6.05642309505236,12.4277125860525,12.7812647511462,12.3771315401303,11.0750586656232,12.3727730644266,13.2504456560475,13.1564674574717,13.9748160488083,13.8831462944206,5.18086634020931,4.63973465232696,4.80393571546815,6.37223302491536,5.48152424203264,5.0654659442397,7.01643154135434,6.73343352802558,8.84590595509639,5.92689725285339
"DGKA",8.74135818017083,8.848652992299,7.65552141546184,11.1189519473856,11.5827316975257,11.3939379919866,9.72596125430264,11.9149613057314,11.5287715717927,9.10661772491465,8.62362424973201,8.23894828931472,8.23818777177278,7.41857549092043,7.40960211001959,7.76089530067306,7.6390063554103,7.89038440701421,7.22413357971029,7.02557750023224,8.75020238008021,8.30003019764144
"TYR",4.04367075698836,4.02174329544348,4.00731485974291,3.53942523521602,5.50405138996499,7.6300007918652,5.2649182195194,2.96688046831766,10.7972603562834,8.25528773626591,6.18979777568968,5.7053851376602,3.91341628126645,5.22165405186914,4.70205772961599,5.03570463945488,5.0760215680167,3.73482133495325,7.16759263162856,6.72062404261865,3.8215431006628,7.24635194228539
"PBXIP1",8.64712085388845,9.8439563397433,9.65210209616527,10.5711124766645,10.0657305850349,11.6382263817136,7.59310715079803,10.6560686059112,11.5729800149368,9.1597664016155,9.04676959534175,7.6152736392646,7.99137917660606,6.34157204686942,7.63355944292404,8.68605764217673,8.18850036313765,9.1391393529822,7.44482067792617,7.67361242626691,9.70751661987924,9.9381433188611
"FZD3",6.93743264387162,7.12257515037419,7.50908445350315,5.67990664601133,6.60911146538477,5.32342738262248,7.10374190992788,8.81435426236748,6.01359598674905,5.90711100309717,4.92766069553765,5.31570000343393,5.34725303541158,5.01510422063111,5.07178096840138,7.61728944833457,6.30163042220621,4.66143505777745,5.90317836312729,6.11343669360905,4.8581531466301,6.20962384233856
"FOSB",7.65111846129263,7.93314921996347,11.507951250315,5.41457038653824,8.65305426975101,5.92383824632635,5.05118193275812,12.5103312264693,4.70011278527008,5.26826753001715,5.05435342874804,5.03353963001699,11.7412354097846,4.92315145720876,4.59517097877794,4.55443120622384,4.89847038928143,5.54938529809494,6.55190537477535,9.33440435540545,12.8389300879269,6.34254145552671
"HLA-DOB",12.6900710503251,12.238935928005,12.0662696317919,7.73657613950292,5.79026887382024,5.61362759366268,5.49187624146086,6.898047229261,6.88329081825908,5.49693279841044,7.85439999097351,7.56468468049705,6.68905546289071,5.66298311463506,10.6203915124996,5.41198600177937,5.25861127609702,10.9715066426145,6.01117804593372,5.63569665968825,7.83822637705735,6.61303770270928
"ZBTB32",3.44058236092305,7.60137139142728,3.80033135001502,4.84975462087705,4.91324887855394,3.13275703570681,7.55759630550437,4.68474792428166,6.82763795756761,4.94566835680213,4.11666227354633,3.74277328237621,3.52688079413226,3.49637323490907,7.8075116378874,3.99837380490825,3.53195886965874,6.18795312311097,3.58738563981155,3.30041912868183,5.8768840638977,3.73077891091523
"BRAF",11.3291258017157,9.92972175258186,8.94564633294704,7.48939124367211,6.67280323472955,7.29049279349467,7.48665246113437,6.68826465697004,9.21510410806457,8.78799412551487,8.22746894563583,8.01223290280491,8.05462199483455,8.29430422133837,8.53438301352386,7.585028269585,7.85234210199228,8.49610837945537,7.27128244907897,8.24242992092871,9.85568218766663,9.49641431147815
