"","TCGA.04.1331","TCGA.04.1332","TCGA.04.1335","TCGA.04.1336","TCGA.04.1337","TCGA.04.1338","TCGA.04.1341","TCGA.04.1342","TCGA.04.1343","TCGA.04.1346","TCGA.04.1347","TCGA.04.1348","TCGA.04.1349","TCGA.04.1350","TCGA.04.1351","TCGA.04.1356","TCGA.04.1357","TCGA.04.1360","TCGA.04.1361","TCGA.04.1362","TCGA.04.1364","TCGA.04.1365","TCGA.04.1367","TCGA.04.1371","TCGA.04.1514","TCGA.04.1517","TCGA.04.1519","TCGA.04.1525","TCGA.04.1530","TCGA.04.1536","TCGA.04.1542","TCGA.04.1638","TCGA.04.1646","TCGA.04.1648","TCGA.04.1649","TCGA.04.1651","TCGA.04.1652","TCGA.04.1654","TCGA.04.1655","TCGA.09.0364","TCGA.09.0365","TCGA.09.0366","TCGA.09.0367","TCGA.09.0369","TCGA.09.1659","TCGA.09.1661","TCGA.09.1662","TCGA.09.1664","TCGA.09.1665","TCGA.09.1666","TCGA.09.1667","TCGA.09.1668","TCGA.09.1669","TCGA.09.1670","TCGA.09.1672","TCGA.09.1673","TCGA.09.1674","TCGA.09.1675","TCGA.09.2043","TCGA.09.2044","TCGA.09.2045","TCGA.09.2048","TCGA.09.2049","TCGA.09.2050","TCGA.09.2051","TCGA.09.2053","TCGA.09.2054","TCGA.09.2055","TCGA.09.2056","TCGA.10.0925","TCGA.10.0926","TCGA.10.0927","TCGA.10.0928","TCGA.10.0930","TCGA.10.0931","TCGA.10.0933","TCGA.10.0934","TCGA.10.0935","TCGA.10.0936","TCGA.10.0937","TCGA.10.0938","TCGA.13.0714","TCGA.13.0717","TCGA.13.0720","TCGA.13.0723","TCGA.13.0724","TCGA.13.0725","TCGA.13.0726","TCGA.13.0727","TCGA.13.0730","TCGA.13.0751","TCGA.13.0755","TCGA.13.0757","TCGA.13.0758","TCGA.13.0761","TCGA.13.0762","TCGA.13.0764","TCGA.13.0765","TCGA.13.0766","TCGA.13.0768","TCGA.13.0791","TCGA.13.0792","TCGA.13.0793","TCGA.13.0794","TCGA.13.0795","TCGA.13.0797","TCGA.13.0799","TCGA.13.0800","TCGA.13.0801","TCGA.13.0802","TCGA.13.0803","TCGA.13.0804","TCGA.13.0805","TCGA.13.0807","TCGA.13.0883","TCGA.13.0884","TCGA.13.0885","TCGA.13.0886","TCGA.13.0887","TCGA.13.0888","TCGA.13.0889","TCGA.13.0890","TCGA.13.0891","TCGA.13.0893","TCGA.13.0894","TCGA.13.0897","TCGA.13.0899","TCGA.13.0900","TCGA.13.0901","TCGA.13.0903","TCGA.13.0904","TCGA.13.0905","TCGA.13.0906","TCGA.13.0908","TCGA.13.0910","TCGA.13.0911","TCGA.13.0912","TCGA.13.0913","TCGA.13.0916","TCGA.13.0919","TCGA.13.0920","TCGA.13.0921","TCGA.13.0923","TCGA.13.0924","TCGA.13.1403","TCGA.13.1404","TCGA.13.1405","TCGA.13.1407","TCGA.13.1408","TCGA.13.1409","TCGA.13.1410","TCGA.13.1411","TCGA.13.1412","TCGA.13.1477","TCGA.13.1481","TCGA.13.1482","TCGA.13.1483","TCGA.13.1484","TCGA.13.1485","TCGA.13.1487","TCGA.13.1488","TCGA.13.1489","TCGA.13.1491","TCGA.13.1492","TCGA.13.1494","TCGA.13.1495","TCGA.13.1496","TCGA.13.1497","TCGA.13.1498","TCGA.13.1499","TCGA.13.1500","TCGA.13.1501","TCGA.13.1504","TCGA.13.1505","TCGA.13.1506","TCGA.13.1507","TCGA.13.1509","TCGA.13.1510","TCGA.13.1511","TCGA.13.1512","TCGA.13.2060","TCGA.20.0987","TCGA.20.0990","TCGA.20.0991","TCGA.20.0996","TCGA.20.1682","TCGA.20.1683","TCGA.20.1684","TCGA.20.1685","TCGA.20.1686","TCGA.20.1687","TCGA.23.1021","TCGA.23.1022","TCGA.23.1023","TCGA.23.1024","TCGA.23.1026","TCGA.23.1027","TCGA.23.1028","TCGA.23.1029","TCGA.23.1030","TCGA.23.1031","TCGA.23.1032","TCGA.23.1107","TCGA.23.1109","TCGA.23.1110","TCGA.23.1111","TCGA.23.1113","TCGA.23.1114","TCGA.23.1116","TCGA.23.1117","TCGA.23.1118","TCGA.23.1119","TCGA.23.1120","TCGA.23.1121","TCGA.23.1122","TCGA.23.1123","TCGA.23.1124","TCGA.23.1809","TCGA.23.2072","TCGA.23.2077","TCGA.23.2078","TCGA.23.2079","TCGA.23.2081","TCGA.23.2084","TCGA.24.0966","TCGA.24.0968","TCGA.24.0970","TCGA.24.0975","TCGA.24.0979","TCGA.24.0980","TCGA.24.0982","TCGA.24.1103","TCGA.24.1104","TCGA.24.1105","TCGA.24.1413","TCGA.24.1416","TCGA.24.1417","TCGA.24.1418","TCGA.24.1419","TCGA.24.1422","TCGA.24.1423","TCGA.24.1424","TCGA.24.1425","TCGA.24.1426","TCGA.24.1427","TCGA.24.1428","TCGA.24.1430","TCGA.24.1431","TCGA.24.1434","TCGA.24.1435","TCGA.24.1436","TCGA.24.1463","TCGA.24.1464","TCGA.24.1466","TCGA.24.1467","TCGA.24.1469","TCGA.24.1470","TCGA.24.1471","TCGA.24.1474","TCGA.24.1544","TCGA.24.1545","TCGA.24.1546","TCGA.24.1548","TCGA.24.1549","TCGA.24.1550","TCGA.24.1551","TCGA.24.1552","TCGA.24.1553","TCGA.24.1555","TCGA.24.1556","TCGA.24.1557","TCGA.24.1558","TCGA.24.1560","TCGA.24.1562","TCGA.24.1563","TCGA.24.1564","TCGA.24.1565","TCGA.24.1567","TCGA.24.1603","TCGA.24.1604","TCGA.24.1614","TCGA.24.1616","TCGA.24.1842","TCGA.24.1843","TCGA.24.1844","TCGA.24.1845","TCGA.24.1846","TCGA.24.1847","TCGA.24.1849","TCGA.24.1850","TCGA.24.1920","TCGA.24.1923","TCGA.24.1924","TCGA.24.1928","TCGA.24.1930","TCGA.24.2019","TCGA.24.2020","TCGA.24.2023","TCGA.24.2024","TCGA.24.2026","TCGA.24.2027","TCGA.24.2029","TCGA.24.2030","TCGA.24.2033","TCGA.24.2035","TCGA.24.2036","TCGA.24.2038","TCGA.24.2254","TCGA.24.2260","TCGA.24.2261","TCGA.24.2262","TCGA.24.2267","TCGA.24.2271","TCGA.24.2280","TCGA.24.2281","TCGA.24.2288","TCGA.24.2289","TCGA.24.2290","TCGA.24.2293","TCGA.24.2295","TCGA.24.2297","TCGA.24.2298","TCGA.25.1312","TCGA.25.1313","TCGA.25.1314","TCGA.25.1315","TCGA.25.1316","TCGA.25.1317","TCGA.25.1318","TCGA.25.1319","TCGA.25.1320","TCGA.25.1321","TCGA.25.1322","TCGA.25.1323","TCGA.25.1324","TCGA.25.1325","TCGA.25.1326","TCGA.25.1328","TCGA.25.1329","TCGA.25.1623","TCGA.25.1625","TCGA.25.1626","TCGA.25.1627","TCGA.25.1628","TCGA.25.1630","TCGA.25.1631","TCGA.25.1632","TCGA.25.1633","TCGA.25.1634","TCGA.25.1635","TCGA.25.1870","TCGA.25.1871","TCGA.25.1877","TCGA.25.1878","TCGA.25.2042","TCGA.25.2391","TCGA.25.2392","TCGA.25.2393","TCGA.25.2396","TCGA.25.2397","TCGA.25.2398","TCGA.25.2399","TCGA.25.2400","TCGA.25.2401","TCGA.25.2404","TCGA.25.2408","TCGA.25.2409","TCGA.29.1688","TCGA.29.1690","TCGA.29.1691","TCGA.29.1693","TCGA.29.1694","TCGA.29.1695","TCGA.29.1696","TCGA.29.1697","TCGA.29.1698","TCGA.29.1699","TCGA.29.1701","TCGA.29.1702","TCGA.29.1703","TCGA.29.1705","TCGA.29.1707","TCGA.29.1710","TCGA.29.1711","TCGA.29.1761","TCGA.29.1762","TCGA.29.1763","TCGA.29.1764","TCGA.29.1766","TCGA.29.1768","TCGA.29.1769","TCGA.29.1770","TCGA.29.1771","TCGA.29.1774","TCGA.29.1775","TCGA.29.1776","TCGA.29.1777","TCGA.29.1778","TCGA.29.1781","TCGA.29.1783","TCGA.29.1784","TCGA.29.1785","TCGA.29.2414","TCGA.29.2425","TCGA.29.2427","TCGA.29.2428","TCGA.29.2429","TCGA.30.1714","TCGA.30.1718","TCGA.30.1853","TCGA.30.1855","TCGA.30.1856","TCGA.30.1857","TCGA.30.1859","TCGA.30.1860","TCGA.30.1861","TCGA.30.1862","TCGA.30.1866","TCGA.30.1867","TCGA.30.1880","TCGA.30.1887","TCGA.30.1891","TCGA.30.1892","TCGA.31.1944","TCGA.31.1946","TCGA.31.1950","TCGA.31.1951","TCGA.31.1953","TCGA.31.1956","TCGA.31.1959","TCGA.36.1568","TCGA.36.1569","TCGA.36.1570","TCGA.36.1571","TCGA.36.1574","TCGA.36.1575","TCGA.36.1576","TCGA.36.1577","TCGA.36.1578","TCGA.36.1580","TCGA.36.1581","TCGA.57.1582","TCGA.57.1583","TCGA.57.1584","TCGA.57.1585","TCGA.57.1586","TCGA.57.1992","TCGA.57.1993","TCGA.57.1994","TCGA.59.2348","TCGA.59.2349","TCGA.59.2350","TCGA.59.2351","TCGA.59.2352","TCGA.59.2354","TCGA.59.2355","TCGA.59.2363","TCGA.61.1721","TCGA.61.1722","TCGA.61.1724","TCGA.61.1725","TCGA.61.1727","TCGA.61.1728","TCGA.61.1730","TCGA.61.1733","TCGA.61.1734","TCGA.61.1736","TCGA.61.1737","TCGA.61.1738","TCGA.61.1740","TCGA.61.1741","TCGA.61.1743","TCGA.61.1895","TCGA.61.1899","TCGA.61.1900","TCGA.61.1901","TCGA.61.1903","TCGA.61.1904","TCGA.61.1906","TCGA.61.1907","TCGA.61.1910","TCGA.61.1911","TCGA.61.1913","TCGA.61.1914","TCGA.61.1915","TCGA.61.1917","TCGA.61.1918","TCGA.61.1919","TCGA.61.1995","TCGA.61.1998","TCGA.61.2000","TCGA.61.2002","TCGA.61.2003","TCGA.61.2008","TCGA.61.2009","TCGA.61.2012","TCGA.61.2016","TCGA.61.2017","TCGA.61.2018","TCGA.61.2087","TCGA.61.2088","TCGA.61.2092","TCGA.61.2094","TCGA.61.2095","TCGA.61.2096","TCGA.61.2097","TCGA.61.2098","TCGA.61.2101","TCGA.61.2102","TCGA.61.2104","TCGA.61.2109","TCGA.61.2110","TCGA.61.2111","TCGA.61.2113"
"BANK1",4.7772,4.8541,5.0946,6.2789,6.1162,5.9575,4.3204,5.3831,5.0491,4.601,4.6133,5.4731,4.6038,4.874,4.7008,6.0168,6.174,4.3301,5.4619,4.2113,4.6733,6.4026,5.9836,4.7858,4.1693,4.6574,6.3675,5.6111,4.8499,4.5876,5.8872,6.0068,5.1498,6.7953,5.5899,4.4227,5.279,5.8761,4.761,4.2088,4.8214,5.447,5.9682,4.4212,4.4712,5.433,5.4716,6.0549,6.0762,6.3007,4.8338,4.5189,5.449,6.0009,4.7297,4.8172,5.3255,5.9555,5.0465,5.0306,4.5957,4.4834,5.2683,4.8531,4.3869,5.4063,5.0533,4.7509,6.1402,5.9312,5.1951,4.406,5.5696,4.7595,6.0637,4.5668,4.9377,5.1808,5.3262,4.8518,4.9617,5.9326,4.2645,5.7802,5.95,4.5511,5.6064,6.5138,4.5192,4.8082,4.8711,5.7412,4.8701,4.4451,5.6445,5.0877,4.7904,4.7438,4.7091,5.1843,5.5822,6.0855,4.9433,6.003,4.8651,5.6071,5.3385,4.6248,5.304,5.3214,5.2629,5.6842,4.9818,5.57,5.5032,5.1275,5.5857,5.2779,4.3825,4.9579,5.1662,4.814,4.4258,5.8421,5.0955,6.4078,5.4686,6.1886,5.5596,5.8795,5.0359,4.4777,4.3821,4.9203,5.0862,5.2217,4.6694,5.0954,4.8874,6.2207,5.4327,4.685,4.7807,4.7438,5.9642,4.9654,6.0112,5.4979,5.4613,4.9621,4.9139,6.51,5.7469,5.6974,5.2733,5.6285,4.7389,5.8862,6.3283,5.5563,4.857,5.9482,5.0913,4.5389,4.6466,4.6585,7.4123,5.2706,5.7161,6.2744,5.6804,4.8351,4.9773,5.1112,4.6696,4.8422,4.9859,4.5542,5.6383,7.2235,4.8031,6.2096,4.6765,5.411,7.67,5.1273,5.02,5.6876,5.4041,4.9237,5.096,6.3618,5.277,6.1077,6.3589,6.1281,6.065,4.2685,6.3085,5.5487,5.5158,5.9643,5.1355,6.5484,4.6889,4.9705,5.8589,4.3597,5.26,5.6465,5.5231,4.6935,6.8357,5.631,4.3466,6.5725,5.1021,4.7314,5.9602,5.7859,5.7386,4.5543,4.5988,5.9295,4.9741,5.6894,5.4668,5.512,5.6593,5.9956,5.0212,4.199,6.3328,4.6213,5.9815,5.6862,5.1092,5.7218,4.2331,4.7706,4.3603,4.9394,5.6682,5.275,5.2528,5.9603,5.8841,5.9645,5.3782,5.8117,4.4963,5.9549,4.8285,6.1092,6.0165,4.3012,4.6065,4.6988,4.6541,4.5622,5.2684,6.458,6.8201,7.2599,4.5825,4.6134,4.5482,6.4379,5.7768,6.0901,4.4532,5.3175,5.6571,6.1186,5.9529,6.0031,5.9185,5.0976,4.4398,6.4495,4.8214,5.2603,5.9516,4.6676,5.8495,4.6824,5.3956,6.5936,5.9477,5.7016,4.806,5.3992,4.8757,5.195,5.3068,4.5154,4.6343,4.5309,6.3624,5.9794,4.5495,5.0358,7.1303,5.4634,5.2843,5.4318,6.8337,4.3338,5.4396,4.7892,5.9325,6.5448,5.0267,4.7297,4.9323,5.7144,6.0573,6.2362,5.1709,4.8968,6.5452,5.0393,4.7894,6.4368,5.5463,4.5975,5.0263,5.0211,4.6392,6.1112,5.4431,6.6409,5.8654,4.9928,5.1333,4.86,4.7278,6.4644,5.0341,5.8427,6.3742,5.3636,6.842,5.3938,5.6799,4.3034,4.7663,4.9405,4.6388,5.6515,5.8,4.6899,5.4642,6.337,5.9817,4.2182,4.8667,4.6519,5.4632,4.4696,5.7143,5.6726,5.7613,5.9679,6.1679,5.102,7.0239,4.7541,5.4342,5.7159,5.0178,6.0755,5.4963,4.4757,4.5296,4.7726,4.7291,5.2877,4.5824,5.9707,5.7703,6.1801,5.6758,6.1466,5.1401,4.4721,5.7709,5.4167,5.5007,6.3402,5.1329,4.7331,5.9817,4.5558,5.3865,5.9858,5.1051,5.82,5.8312,5.1092,5.9357,6.3328,5.2136,5.8714,4.8346,6.2507,5.2081,6.2654,5.9561,4.9162,5.2868,6.3843,6.2897,5.184,6.0739,4.7393,5.1611,6.2876,4.9443,6.1937,5.8029,5.172,7.2167,5.3939,4.7781,5.2382,5.6679,4.9115,5.1085,5.5799,5.818,5.6951,4.3972,6.3229,6.4232,4.8243,4.7363,4.6532,6.7302,5.4256,5.9678,6.138,4.8267,5.0351,6.032,4.5721,4.7859,5.5154,6.6793,5.4881,6.303,5.6899,6.8678,6.3775,6.9825,5.7979,5.3367,4.8624,5.8456,4.8086,5.523,6.179,4.6552,4.6346,5.498,6.1585,5.3101,5.7422,7.1603,6.036,4.358,5.6558,5.3055,6.1596,5.0422,4.7583,4.7772,6.2179,4.6891,5.3138,5.8791,5.606,7.1039,4.6297,5.4721,6.2277,4.4071,6.1011,5.9672,6.0347,4.6551,5.0633,5.2088,4.7406,5.1484,6.7193,4.3011,7.2061,4.9712,4.5761,4.9715,6.0943,6.6546,6.1023,5.4827,5.6072,4.2945,5.8729,4.0241,4.8416,6.1412,4.5857,5.5991,5.661
"CXCL13",4.6417,3.904,3.8159,4.8792,4.8039,6.459,4.5944,4.3326,4.6363,6.9284,4.3176,6.5715,4.4265,4.5446,4.1686,5.9394,8.6798,5.7472,4.5148,3.6697,3.6289,6.4748,4.3974,4.1658,3.9937,4.1675,3.8899,4.238,6.6339,3.7474,3.7594,4.028,4.2204,4.0975,4.5393,5.0824,4.633,5.3251,3.9803,3.8097,4.1359,3.9568,4.3264,3.9709,4.1678,4.4802,5.4403,3.5982,6.0101,5.1883,6.3646,5.7049,6.5134,4.0353,4.1445,3.9971,3.82,4.8215,5.6487,6.5942,3.9754,4.5485,4.1541,4.4844,5.2598,5.9836,5.0805,6.0927,5.0725,4.0234,4.4364,3.7388,3.4743,5.8323,4.265,4.5624,3.9702,4.0131,5.1499,4.6914,3.8037,4.8474,3.348,3.8547,6.6203,4.0246,4.4411,4.4005,3.8448,3.7666,4.5824,4.8084,4.1512,5.1674,5.1647,3.8947,5.3164,4.4605,3.9452,7.6138,5.4636,6.9109,6.1768,4.2767,5.0356,4.1709,4.5986,3.817,5.296,4.1229,4.8168,4.0544,4.4001,5.0102,4.8166,4.8289,5.5056,4.455,3.9075,3.9764,6.2359,4.5677,4.3086,4.6893,5.2652,5.4395,5.7171,5.9699,4.5978,4.3453,5.8302,4.4746,5.4126,5.2956,4.9308,5.0857,4.0439,4.1272,5.3458,5.6019,5.1123,4.3902,4.717,6.1183,4.1718,4.9293,5.2199,4.2568,5.5454,4.1997,5.4176,6.6501,4.5248,4.0904,5.336,4.5025,6.9408,8.6926,3.7788,4.9665,7.0745,3.9256,3.6211,4.2381,6.322,5.2113,5.9454,5.8954,5.9114,8.4587,5.1476,4.4336,4.1032,5.4459,4.1721,7.1734,4.6209,5.5197,4.1817,6.9501,7.3935,7.3017,4.3782,7.9083,3.8729,7.1072,4.5668,3.9128,5.0454,4.9434,4.9032,3.6936,3.4388,5.8161,5.0608,5.0382,5.0892,4.5273,4.1841,5.0406,4.5178,3.7278,3.8442,5.2713,3.5918,4.2725,3.8329,4.196,4.8249,6.0966,4.7915,5.8108,5.9699,4.2635,4.2907,6.9319,4.8921,4.583,4.1785,5.3649,6.5206,5.3451,4.2792,4.0466,4.2417,5.8324,3.6,4.0468,3.6518,4.8737,4.7895,3.7583,5.513,5.2212,4.7479,3.7637,6.4644,4.8298,3.6182,4.7088,5.5896,5.9994,4.8738,3.5966,4.8255,4.8156,4.0828,3.9503,5.2936,3.9965,5.6136,5.4848,5.1971,3.9916,5.1864,5.372,6.9391,4.336,4.1036,4.1382,6.3953,4.6289,4.8025,4.8056,5.9135,4.5766,4.0428,7.7958,4.4062,5.4739,4.3738,4.6459,4.9356,4.6149,5.2084,6.181,3.5434,4.0952,4.6953,5.5368,4.1414,4.2899,5.1205,4.9161,3.4702,5.294,5.281,7.1893,5.3173,6.107,4.8053,4.167,7.3928,6.2125,6.3944,5.8335,4.5615,4.5227,6.0869,6.1417,4.5173,5.9934,5.4738,3.3651,6.2073,3.9584,4.1957,4.16,6.1687,6.8421,5.1947,7.1337,6.6239,4.6181,6.8709,6.3653,3.982,4.3983,6.0911,4.2317,3.9316,4.496,3.5355,3.9264,5.2966,3.7243,4.4258,4.236,4.6064,4.3248,4.6248,4.347,4.3435,3.5147,5.6592,4.9371,4.3269,4.5895,4.4078,7.4754,4.0096,4.79,4.2825,5.6672,4.0326,3.8078,4.1256,6.1169,3.6707,3.9809,4.2852,4.4018,5.5649,8.3841,4.7816,4.276,4.0868,5.2836,5.0608,4.1397,6.1555,4.4555,4.3381,5.8202,4.7639,4.1141,4.9593,5.999,4.496,5.0001,4.8884,4.0854,7.0613,4.8014,4.5869,5.0773,6.3526,5.9128,3.6326,4.6579,4.1906,4.2361,5.9987,5.796,6.0168,3.9352,3.8342,5.6052,5.234,5.3802,5.3673,3.818,3.9497,4.2181,4.8131,4.1265,6.0027,5.028,6.9407,5.5065,6.427,7.094,4.3739,5.0949,7.2364,7.3959,6.9859,5.0655,5.0062,4.0364,6.5377,7.5985,5.0598,4.4799,8.2836,4.4029,4.9357,6.5301,5.8064,5.3936,6.8716,4.5259,4.567,4.8209,5.0611,6.7098,5.634,5.9407,8.5379,5.4295,4.6249,6.0517,3.975,4.1293,5.2219,4.42,6.3679,3.6525,5.3806,5.6096,8.2894,4.6827,3.6224,4.3477,5.8188,5.4031,5.0203,3.9028,7.3682,5.1862,5.5858,4.3684,5.0261,6.2635,5.5409,5.1385,4.5083,4.4656,7.8847,4.852,5.1736,7.3868,4.4182,3.7476,4.7403,4.8853,3.621,7.8782,4.9069,6.893,5.9648,4.3051,6.0523,4.0114,5.1008,4.001,5.2192,4.8592,6.1505,6.9017,4.2885,7.1252,7.5889,6.1492,4.6453,5.4028,3.7044,6.8359,4.6049,4.2725,4.9577,6.7822,5.694,5.3725,6.3028,6.4446,4.0647,3.703,5.7932,5.0559,4.3035,3.9076,8.796,4.0707,3.5916,4.214,3.4913,4.7714,3.5965,6.5848,4.2003,3.4526,4.4376,6.1859
"CD160",4.5662,4.3099,4.1893,4.6529,4.322,4.3097,4.0108,4.2617,4.6077,4.3305,4.4718,4.5672,4.7544,4.3377,4.4232,4.3491,4.6228,4.0884,4.4925,4.3533,4.599,4.5385,4.437,4.3202,4.2538,4.4892,4.0826,4.5632,4.6655,4.2183,4.1461,4.7362,4.8708,4.2462,4.5224,4.6026,4.9124,4.5703,4.223,4.6165,4.579,4.7778,4.662,4.4297,4.4119,4.6252,3.8538,3.9409,4.4513,4.6319,4.5595,4.3678,4.6931,4.4612,4.6134,4.2131,4.4621,4.5652,4.6254,4.4794,4.063,4.2902,4.3672,4.3125,4.4083,4.2435,4.3027,4.6011,4.5295,4.457,5.2079,4.7676,4.2774,4.4845,4.203,4.7756,4.8421,4.564,4.6088,4.6124,5.2422,5.3513,4.1792,4.4959,4.9704,4.3737,4.0929,4.6932,5.0882,4.5562,5.2911,4.6247,4.9176,4.2876,4.7949,4.79,5.0603,4.9917,3.8008,4.6322,4.838,4.7418,4.4708,5.2201,4.4308,4.8998,5.2588,4.3607,4.5343,4.9717,5.1267,4.6338,4.6992,5.1261,4.5651,4.6247,4.832,5.2783,4.6043,4.2749,5.0217,5.1191,4.3728,4.9111,4.648,4.5212,4.8273,4.4847,4.824,4.5437,4.0594,4.4526,4.5818,4.4283,4.8463,4.5811,4.8917,4.593,4.5551,4.4323,5.0746,4.3666,5.2549,4.1748,4.4671,4.512,4.3441,4.5713,4.6659,4.6899,4.4442,4.5154,4.5235,4.5519,4.1764,4.4653,4.2893,4.797,4.3404,4.8025,4.3199,4.2323,4.3569,4.4197,3.9938,4.3824,4.2597,4.4211,4.6042,4.3785,4.3699,4.6386,4.0812,4.1027,4.5828,4.8002,5.1251,4.2499,4.5824,4.4888,4.4113,4.4723,4.5917,4.2911,4.3081,4.5777,4.3405,4.7185,4.462,4.266,5.3857,4.1945,4.1065,4.6341,4.2806,4.2718,4.2809,4.4795,4.263,4.3329,4.3422,4.0885,4.8077,4.1533,4.4697,4.1098,4.3416,4.4339,4.2397,5.0179,4.3647,4.2792,4.3331,4.9744,3.9968,4.426,4.393,4.5686,4.3795,4.4263,4.1448,4.5516,4.3609,4.5338,5.0188,4.2607,4.1618,4.2005,4.383,4.4515,4.2666,4.4046,4.6217,4.7441,4.6194,4.8728,4.153,4.0025,4.1805,4.6393,3.9199,3.725,4.4889,4.1194,4.6143,4.5953,4.0319,4.5181,4.5476,4.1293,4.2262,4.1578,4.7582,4.7186,4.4285,4.0086,4.4835,4.889,4.1501,4.2758,4.8199,4.2304,4.067,4.247,4.2218,4.529,4.3287,4.1234,4.6393,4.1584,4.4797,4.4428,4.4368,4.1274,4.6957,4.135,4.5361,4.0361,3.8111,4.2049,4.439,4.9734,4.9617,4.7216,4.0704,4.6552,4.5168,4.679,4.5861,4.429,4.4025,4.7627,4.9209,4.3063,4.1578,4.2101,4.3841,4.2887,4.3484,4.6367,4.4061,4.4255,4.404,4.4776,4.8131,4.0632,4.3939,4.1338,4.7513,4.1875,4.636,4.526,4.7786,4.2365,4.1649,4.2485,4.2835,4.4631,4.5097,4.6517,4.5742,4.3741,4.6969,4.5019,4.3732,4.2308,4.8634,4.38,4.5264,4.1334,4.4224,4.2173,4.4419,4.4037,4.1811,4.5873,4.3955,4.5632,4.7033,4.18,4.3864,4.4865,4.1928,3.8014,4.1947,4.1626,4.4178,4.2369,4.353,4.2358,4.2814,4.583,5.0304,3.9528,4.3835,4.3394,3.8659,4.0251,4.1815,4.3021,4.1379,4.4063,4.0513,4.328,4.1988,4.4119,4.896,4.5356,4.2161,4.2057,4.8412,4.7529,4.3778,4.4131,4.7283,4.2653,4.1696,4.7261,4.4695,4.6658,4.3952,4.3163,4.8053,4.4901,4.8418,4.6523,4.0552,4.7196,4.9334,4.5266,4.9342,4.3255,4.5096,4.312,4.9431,4.3112,4.7965,4.4218,5.1055,4.0197,5.2147,4.5641,4.7373,4.2016,5.1135,4.6135,4.96,4.9028,4.3084,4.568,4.0163,4.9637,4.3856,4.064,4.889,4.1765,4.3814,4.2914,5.1256,5.0122,4.4091,4.3047,4.3539,4.5836,4.6638,4.3471,3.6424,4.4501,4.7247,4.6408,4.3701,4.5957,4.1824,4.1672,4.518,4.656,4.1501,4.1046,4.6685,4.6439,4.5524,4.066,4.7069,4.9964,4.5302,4.8975,4.4585,4.3412,4.7032,4.2021,4.5504,4.2211,4.2513,4.1542,4.5876,4.2876,4.4187,4.6817,4.6912,4.1913,4.4695,4.7757,4.5254,4.4185,4.0996,4.3702,4.202,3.88,4.5672,3.9677,4.1925,4.0545,4.6987,4.2205,4.2184,4.5944,4.6812,5.3263,4.7051,4.5939,4.6764,4.586,4.9057,4.1832,5.0711,4.6099,4.1636,4.8525,4.6127,4.1104,4.2668,4.1347,4.1845,4.2244,4.8545,4.2302,4.4787,4.6303,5.1487,4.4513,4.6043,4.5543,4.2669,5.1692,4.3607,4.4935,4.1124,4.2541,3.8896,4.6104,4.2715,4.0218,4.5805,4.2248
